Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
2.0,2.0,60.0,Rural,50.0,Good,True,Oil Heating,False,True,2021-01-04,Gray,Sabrina,False,Excellent,Good,Good,Good,16.0,1.03,96.0,4JQ1Z Wood EYOSREB Window,294.01451
1.0,1.0,30.0,Suburbann,66.0,Good,,Electric,False,True,2020-11-10,Gray,,False,Excellent,Good,Poor,Excellent,16.0,2.15,18.6,Wood B9A5LTR,82.26545
2.0,1.0,131.0,Rural,43.0,,False,Electricity,False,True,2022-06-29,Gray,Sandra,False,Poor,Good,Excellent,Excellent,16.0,2.51,,Wood AGMZ,345.94935
3.0,,113.0,Rural,55.0,Excellent,True,Oil,False,False,2022-11-05,Green,Roman,False,Good,Excellent,Good,Good,26.0,1.83,180.8,3FN Aluminum VRK Window,325.6021
1.0,,149.0,Urban,27.0,Good,False,Oil,False,True,2023-11-10,Gray,Maria,False,Excellent,Good,Good,Poor,16.0,2.82,,Steel CL60O,417.09472
3.0,1.0,137.0,Suburban,18.0,None,,Gas,True,False,2024-01-02,Green,Florian,False,Excellent,Good,Good,Good,7.0,2.57,,JQG7I Aluminum 7XDA6,118.42588
,2.0,66.0,Suburbann,,Good,,Electric,False,True,2023-05-14,White,Martin,False,Excellent,Excellent,Good,Excellent,16.0,3.45,38.4,YBGZF Aluminum 38MO Window,85.80738
2.0,1.0,144.0,Rural,50.0,None,False,Oil,True,False,2020-02-17,White,Theresa,False,Excellent,Excellent,Excellent,Excellent,7.0,2.48,,Steel BA9,432.25271
1.0,1.0,44.0,Suburban,42.0,None,True,Gas,False,True,2021-03-11,White,Florian,False,Excellent,Good,Excellent,Good,7.0,1.85,,Steel RYRI Window,117.18765
2.0,,86.0,Suburbann,31.0,Excellent,False,Electric,True,False,2021-07-01,Gray,Laura,False,Good,Good,Good,Good,26.0,1.86,52.2,Aluminum QGH68,93.35936
1.0,,24.0,Rural,,Excellent,True,Electricity,False,False,2020-07-12,Green,Johanna,False,Good,Good,Excellent,Good,26.0,2.28,,Aluminum EDC Window,113.16193
1.0,,55.0,Urban,56.0,Excellent,True,Gas,False,True,2020-05-15,Green,Florian,False,Good,Excellent,Excellent,Good,26.0,2.8,55.0,Wood USFNFU Window,202.95135
1.0,1.0,62.0,Urban,59.0,None,False,Oil,True,True,2021-06-08,Yellow,Laura,False,Good,Good,Poor,Good,7.0,1.55,100.8,Aluminum S0FT,127.96548
1.0,1.0,52.0,Urban,36.0,None,False,Oil,True,False,2020-10-13,White,Andreas,False,Good,Excellent,Excellent,Poor,7.0,1.46,83.2,57GBJF Aluminum DMPND55,106.62393
,1.0,32.0,Rural,46.0,None,True,Electric,False,False,2024-03-04,White,Denis,False,Good,Good,Poor,Poor,7.0,3.4,18.6,8KA5 Aluminum YOYVWV3 Window,63.60424
3.0,2.0,125.0,,55.0,None,False,Electricity,True,False,2023-08-04,Yellow,Stefan,False,Good,Excellent,Excellent,Excellent,7.0,4.22,74.4,5Y5EUOG Steel IAILOB8,150.04505
3.0,,146.0,Rural,55.0,None,False,Electric,True,False,2024-03-13,Yellow,Maria,False,Excellent,Good,Excellent,Poor,7.0,2.32,87.0,13U Aluminum A7XO,244.99156
,5.0,132.0,Rural,50.0,None,False,Electric,False,True,2022-11-06,Gray,Sabrina,False,Good,Good,Good,Good,7.0,1.04,,Steel T0WAA0,396.74588
1.0,1.0,22.0,Urban,38.0,Poor,False,Gas,False,True,2023-05-06,Gray,Theresa,False,Poor,Excellent,Poor,Excellent,10.0,1.55,,Steel IRYG1,179.84072
,1.0,49.0,,56.0,None,False,Electricity,True,True,2021-05-06,Green,Theresa,False,Poor,Good,Excellent,Good,7.0,2.61,,Wood HH8Y,81.0458
2.0,,74.0,Urban,52.0,None,,Electric,False,True,2021-03-01,Gray,Natalie,False,Good,Good,Good,Poor,7.0,2.45,43.8,OQEBG Wood LC5TTP7 Window,146.54303
2.0,2.0,71.0,Suburbann,,None,True,Gas,False,False,2021-01-24,,,False,Poor,Good,Poor,Poor,7.0,3.49,,NT434P3 Aluminum XKS,47.58801
1.0,,49.0,Suburban,52.0,Excellent,False,Electric,False,True,2022-03-11,Gray,Laura,False,Excellent,Good,Good,Good,26.0,2.32,,WU587O Aluminum 8CMS5 Window,83.24967
1.0,2.0,86.0,Urban,31.0,Excellent,True,Gas,True,True,2021-10-13,Yellow,Roman,False,Poor,Good,Excellent,Good,26.0,3.97,,Wood KNN Window,258.32452
1.0,1.0,54.0,Urban,40.0,Good,,Gas,False,False,2020-02-22,Green,Daniel,False,Poor,Good,Excellent,Poor,16.0,1.83,55.0,U3J21 Wood 7NPG30 Window,136.31468
,,59.0,Rural,59.0,Good,False,Electric,False,True,2022-06-11,Gray,Daniel,False,Excellent,Excellent,Excellent,Excellent,16.0,1.28,35.4,RDYY5 Steel 9WP8C Window,336.37711
,,92.0,Suburban,37.0,Good,,Gas,True,True,2023-04-04,,Johanna,False,Good,Good,Good,Excellent,16.0,1.1,93.0,UO90X Wood 7RFV2Z6 Window,147.55954
2.0,1.0,61.0,Suburban,45.0,Excellent,False,Oil,True,False,2023-10-15,Gray,Denis,False,Poor,Poor,Excellent,Good,26.0,2.0,97.6,QHNRD Aluminum SIGS,99.08868
,1.0,66.0,Suburban,45.0,None,True,Electricity,False,True,2024-03-01,Gray,Sandra,False,Good,Excellent,Good,Good,7.0,1.73,39.6,Aluminum 34IW Window,66.52155
,2.0,128.0,Suburban,18.0,None,,Electricity,False,True,2020-06-06,Yellow,Laura,False,Good,Good,Good,Excellent,7.0,1.29,76.8,Steel XXHB9U Window,161.50657
,,23.0,Suburban,63.0,Good,False,Gas,False,False,2023-05-08,White,Denis,False,Poor,Good,Excellent,Good,16.0,1.78,,Steel PD1 Window,95.87198
1.0,,51.0,Rural,70.0,None,False,Oil,True,False,2022-12-20,Gray,Florian,False,Excellent,Excellent,Poor,Excellent,7.0,1.32,81.6,LRIY4ZN Aluminum LCB Window,150.30067
1.0,,31.0,Suburbann,55.0,None,False,Electricity,True,True,2024-02-12,Green,Johanna,False,Poor,Good,Good,Good,7.0,2.66,,W6GH Wood Z723RHH,72.97036
1.0,1.0,48.0,Rural,51.0,None,,Electricity,True,True,2021-02-23,Green,Maria,False,Good,Excellent,Poor,Good,7.0,1.88,28.2,WDPSL Aluminum 9X6VHA2 Window,119.78412
,2.0,80.0,Urban,67.0,None,False,Oil,True,False,2021-03-04,Green,Roman,False,Good,Good,Good,Excellent,7.0,1.87,129.6,Q73 Steel 5FRQY,225.91834
2.0,,105.0,Rural,50.0,None,False,Oil,False,True,2020-03-11,Gray,Denis,False,Excellent,Poor,Excellent,Poor,7.0,2.93,,PC4A Wood UL9DVOW Window,327.27627
,3.0,120.0,,32.0,None,False,Gas,False,True,2021-06-08,Green,Johanna,False,Good,Excellent,Excellent,Good,7.0,3.32,117.0,JZ1PN Aluminum XS99,270.86475
,,64.0,Rural,13.0,,,Oil,False,False,2022-02-03,Green,Laura,False,Good,Excellent,Poor,Excellent,7.0,1.79,,Wood CCK Window,233.82383
,1.0,53.0,Urban,,None,True,Gas,True,True,2022-09-19,Gray,,False,Good,Good,Poor,Poor,7.0,1.26,,Aluminum 6IBR2G5 Window,87.67045
,1.0,108.0,Suburban,17.0,None,,Electric,False,False,2023-02-02,Gray,Johanna,False,Excellent,Excellent,Good,Excellent,7.0,1.24,64.8,3Z9UP3 Wood WN021Y Window,107.44328
,1.0,54.0,Rural,60.0,,False,Oil Heating,False,False,2023-09-25,Yellow,Lukas,False,Good,Poor,Poor,Excellent,7.0,2.6,,Steel 6155WLM,250.51415
1.0,,55.0,Urban,60.0,None,True,Gas,False,True,2022-08-09,White,Daniel,False,Good,Excellent,Good,Good,7.0,2.38,56.0,4U1WO Aluminum 77AD2,101.4012
,,21.0,Rural,61.0,None,False,Gas,False,True,2020-01-17,Gray,Laura,False,Good,Good,Excellent,Good,7.0,1.89,,Aluminum REEPES Window,78.30301
1.0,1.0,54.0,Rural,70.0,None,False,Electricity,False,True,2021-09-05,White,Roman,False,Good,Good,Poor,Excellent,7.0,2.19,,Wood TS1AG9I,177.79845
,3.0,147.0,Urban,49.0,None,False,Electric,True,False,2020-04-08,White,Andreas,False,Poor,Good,Poor,Good,7.0,1.64,,M9Q Aluminum GNSFCHD Window,154.7527
2.0,3.0,101.0,Rural,42.0,None,False,Electricity,False,True,2021-08-16,White,Florian,False,Good,Good,Excellent,Good,7.0,1.83,60.0,2HOUJJ Steel HUQZUD Window,344.52471
2.0,5.0,150.0,Rural,37.0,,False,Oil Heating,False,True,2020-02-27,Gray,Denis,False,Good,Excellent,Excellent,Good,7.0,2.33,,Steel 2KD,526.13225
2.0,3.0,134.0,Suburbann,44.0,Poor,,Oil Heating,False,True,2020-05-05,Gray,Martin,False,Poor,Good,Excellent,Excellent,10.0,1.39,,XJFMWC8 Wood VIT,178.25053
1.0,1.0,52.0,Urban,36.0,Excellent,False,Electricity,True,True,2023-06-11,Yellow,Natalie,False,Good,Excellent,Poor,Good,26.0,4.71,,FDZ Wood VC7M9 Window,211.84596
,2.0,139.0,Rural,43.0,None,,Oil,False,True,2020-06-14,Gray,Sabrina,False,Good,Poor,Good,Poor,7.0,1.83,224.0,8UMOXSK Aluminum Q6Z8 Window,316.97269
1.0,,111.0,Urban,49.0,None,False,Oil,True,False,2022-01-05,Green,Stefan,False,Good,Excellent,Good,Good,7.0,1.78,177.6,37XWNC Steel R3I Window,271.92557
,1.0,137.0,Urban,26.0,Good,True,Electricity,True,True,2020-11-03,Yellow,Sandra,False,Excellent,Good,Good,Poor,16.0,3.09,,Aluminum ZHOJ3 Window,214.60153
,1.0,56.0,Suburbann,65.0,None,True,Oil Heating,False,True,2020-11-19,White,Florian,False,Excellent,Excellent,Poor,Good,7.0,1.38,,TQJ10NV Wood ACC Window,98.66524
1.0,1.0,44.0,Suburban,60.0,None,,Gas,False,True,2022-03-28,Yellow,,False,Good,Good,Poor,Poor,7.0,3.49,45.0,Wood 2HCV Window,73.19746
,2.0,88.0,Suburbann,65.0,None,False,Gas,False,False,2023-12-03,Gray,Maria,False,Good,Poor,Good,Poor,7.0,2.41,,Aluminum 01O4F0,65.92986
2.0,1.0,5010.0,Rural,60.0,None,,Oil Heating,False,False,2021-04-02,Yellow,Florian,False,Good,Poor,Good,Good,7.0,1.59,196.8,J1ESO Aluminum Q4CH24,242.14974
1.0,1.0,56.0,Rural,28.0,None,False,Oil,False,True,2020-09-19,Yellow,,False,Excellent,Excellent,Good,Poor,7.0,4.03,,Steel B7T4I,310.01331
5.0,5.0,134.0,Rural,31.0,,False,Electric,True,True,2020-02-29,White,Stefan,False,Excellent,Excellent,Good,Good,7.0,2.39,,Wood GWDA0IB,361.96213
1.0,,51.0,Rural,31.0,Poor,False,Gas,False,True,2022-10-02,Gray,Theresa,False,Good,Excellent,Good,Poor,10.0,1.12,50.0,EBSDM3 Wood IGAA0YW,223.14458
1.0,1.0,48.0,Rural,34.0,Good,False,Electricity,False,True,2021-02-23,White,Roman,False,Excellent,Good,Poor,Excellent,16.0,3.74,,Wood AWQD Window,227.96708
,1.0,51.0,Rural,47.0,,,Oil Heating,True,True,2022-02-20,Green,Martin,False,Good,Poor,Excellent,Good,7.0,3.35,84.8,MFJ0B Steel 0QB Window,317.71218
1.0,1.0,-808.0,Urban,36.0,None,True,Gas,True,True,2020-09-30,White,Natalie,False,Excellent,Excellent,Excellent,Good,7.0,2.63,37.0,K9O1VVW Wood EOKM Window,154.2796
3.0,,105.0,Urban,38.0,None,False,Electric,False,True,2022-07-15,Green,Roman,False,Good,Good,Excellent,Good,7.0,3.32,62.4,Aluminum C279VNQ Window,157.34789
,1.0,21.0,Suburbann,70.0,,,Electric,False,False,2023-05-19,Gray,Daniel,False,Good,Good,Excellent,Good,16.0,2.03,,Wood EJU,68.23932
,,89.0,Rural,65.0,None,,Electric,False,True,2022-02-27,Yellow,Martin,False,Excellent,Good,Poor,Good,7.0,4.96,53.4,E16F Wood C5G9LW6,227.23446
,1.0,122.0,Urban,65.0,None,,Oil Heating,True,True,2021-08-14,White,Sabrina,False,Good,Good,Excellent,Poor,7.0,1.61,,Steel RHUSR Window,323.39593
2.0,,64.0,,51.0,None,False,Oil,True,True,2022-09-05,White,Stefan,False,Excellent,Good,Good,Good,7.0,3.06,102.4,X8L07 Steel EGTHY0 Window,156.59153
,,136.0,Suburbann,51.0,None,False,Oil,False,False,2020-09-18,Gray,Sabrina,False,Excellent,Good,Poor,Good,7.0,2.84,219.2,4QN Wood E2FN8 Window,154.23871
1.0,2.0,85.0,Suburban,63.0,None,,Oil,False,True,2020-03-26,White,Natalie,False,Poor,Poor,Excellent,Good,7.0,3.53,137.6,Aluminum JK5 Window,89.13705
3.0,5.0,133.0,Suburbann,53.0,None,,Electric,False,False,2021-05-12,White,Johanna,False,Good,Good,Good,Excellent,7.0,3.15,78.6,Aluminum 7GL3AUG,90.92765
2.0,1.0,112.0,Urban,39.0,None,True,Gas,True,True,2021-03-13,Gray,,False,Good,Good,Excellent,Good,7.0,1.3,111.0,Wood HLW5V,230.66449
1.0,1.0,105.0,,42.0,None,True,Oil,False,True,2021-04-24,Green,,False,Poor,Good,Poor,Excellent,7.0,2.7,168.0,Steel OAD5C,282.48959
,1.0,59.0,Urban,65.0,Good,,Oil,False,True,2021-12-22,White,Denis,False,Good,Excellent,Good,Excellent,16.0,2.67,,WYBTD Wood SG5CSA5,206.03656
,1.0,37.0,Suburban,45.0,Good,False,Gas,False,True,2021-10-04,Gray,Laura,False,Good,Excellent,Good,Excellent,16.0,1.5,38.0,WFF Wood XB7ZLX2 Window,100.0514
3.0,,112.0,Suburban,45.0,Excellent,False,Electric,False,False,2023-11-05,Yellow,Sandra,False,Good,Good,Good,Poor,26.0,2.5,,Steel 4QMBI Window,155.38178
2.0,2.0,64.0,Rural,,None,,Electricity,False,True,2023-04-08,Gray,Johanna,False,Good,Poor,Good,Poor,7.0,2.97,,KNDATGI Wood BA7ASW Window,189.31261
1.0,3.0,103.0,Rural,,Good,False,Oil,True,True,2022-08-08,White,Roman,False,Good,Excellent,Good,Good,16.0,3.26,,Steel K7FUO,475.13779
1.0,1.0,60.0,Suburbann,70.0,Excellent,,Oil,True,True,2020-10-08,White,Natalie,False,Good,Good,Poor,Good,26.0,2.81,97.6,Wood RK83Z,133.47177
2.0,,114.0,Urban,,None,True,Gas,True,False,2020-10-02,Green,Laura,False,Good,Poor,Poor,Good,7.0,1.56,113.0,839FMHB Aluminum L42X0,133.39369
3.0,2.0,107.0,Suburban,60.0,,False,Electric,True,False,2020-07-24,Yellow,Florian,False,Good,Poor,Good,Good,7.0,1.54,,Aluminum VZVTLC1,71.90831
,2.0,91.0,Rural,,None,False,Electricity,False,False,2023-05-29,White,Theresa,False,Good,Poor,Good,Excellent,7.0,2.73,55.8,Aluminum 1I8,138.28362
1.0,1.0,47.0,Rural,,None,False,Electric,True,True,2022-10-06,Green,Natalie,False,Good,Excellent,Good,Good,7.0,2.26,,FVI Wood 9DAGY67 Window,198.73776
,2.0,126.0,Urban,55.0,None,False,Gas,False,True,2022-04-17,White,Laura,False,Good,Good,Poor,Poor,7.0,2.83,125.0,MM5KK Steel 7266AU,280.7068
,,148.0,Suburban,43.0,Excellent,True,Electric,False,True,2023-11-25,Gray,Martin,False,Excellent,Good,Good,Poor,26.0,2.31,,Wood OACHUQJ Window,190.60424
1.0,1.0,82.0,Rural,22.0,Good,,Gas,True,True,2021-11-28,Green,Theresa,False,Good,Good,Excellent,Excellent,16.0,2.55,83.0,8ZTGM00 Aluminum ZFX2IH,259.37264
,1.0,35.0,Urban,49.0,Good,False,Gas,False,False,2020-03-22,Yellow,Andreas,False,Excellent,Excellent,Good,Good,16.0,2.31,,Steel RG8PPNZ,171.72126
3.0,1.0,127.0,Rural,68.0,None,,Gas,False,False,2023-06-05,,Maria,False,Excellent,Excellent,Good,Good,7.0,2.39,126.0,Wood JAL09,293.36449
3.0,1.0,113.0,Urban,19.0,None,False,Electricity,False,True,2023-08-20,Green,Daniel,False,Good,Excellent,Excellent,Good,7.0,1.54,,O3UL30 Aluminum UVPTO1W,172.98107
1.0,1.0,44.0,Rural,55.0,None,False,Electric,False,False,2021-12-31,Gray,,False,Poor,Good,Excellent,Good,7.0,2.53,,Aluminum BA7 Window,83.88278
1.0,5.0,137.0,Rural,64.0,None,False,Oil,False,True,2023-11-30,Green,,False,Good,Poor,Good,Excellent,7.0,2.14,,9NT4Z Wood 2FPVV Window,439.10783
1.0,2.0,72.0,Suburban,3.0,Excellent,,Oil,False,True,2023-11-15,Yellow,Andreas,False,Good,Good,Good,Good,26.0,4.21,113.6,Aluminum MBK,132.32376
1.0,3.0,111.0,Urban,50.0,None,True,Electric,False,False,2022-10-27,,Roman,False,Good,Good,Good,Good,7.0,2.49,66.6,Steel R9K,209.26133
,3.0,112.0,Urban,42.0,None,False,Electricity,False,True,2023-08-31,White,Stefan,False,Excellent,Good,Good,Excellent,7.0,2.25,67.8,VYF Aluminum XU9YZ Window,170.02022
1.0,4.0,144.0,Rural,42.0,None,False,Oil Heating,False,True,2021-02-08,,Daniel,False,Poor,Good,Good,Excellent,7.0,2.78,,Aluminum INYY7I,357.47862
,2.0,106.0,Suburban,41.0,None,False,Oil,False,True,2022-08-20,White,Roman,False,Good,Poor,Good,Good,7.0,1.79,171.2,LOCOR29 Steel 29G0KSZ,179.94898
,1.0,91.0,Rural,60.0,Good,,Electric,False,True,2020-07-14,White,Theresa,False,Good,Excellent,Good,Good,16.0,2.61,,Aluminum XM5GV Window,197.89434
3.0,2.0,107.0,Rural,64.0,None,False,Electric,True,True,2022-04-12,White,Martin,False,Good,Good,Good,Poor,7.0,2.92,,4100MX2 Wood B5FQ0,279.08568
,1.0,32.0,Rural,48.0,None,False,Electric,True,True,2022-10-18,Green,Daniel,False,Good,Excellent,Good,Excellent,7.0,1.84,,1UDA Aluminum TIL12 Window,124.72823
2.0,,78.0,Urban,,Good,False,Electric,False,True,2022-07-19,White,Martin,False,Good,Excellent,Good,Excellent,16.0,2.94,46.8,Wood ZXC,191.6928
3.0,2.0,5915.0,Suburbann,40.0,None,,Gas,True,True,2022-05-18,White,Sandra,False,Good,Good,Good,Good,7.0,2.1,,H037A Steel M127TD1 Window,168.77849
5.0,,139.0,Rural,44.0,Excellent,False,Electricity,False,True,2023-12-16,Yellow,Theresa,False,Good,Good,Excellent,Good,26.0,3.58,,Steel OO9H,510.2077
1.0,5.0,8916.0,,55.0,None,False,Electricity,True,True,2021-01-28,Gray,Laura,False,Good,Good,Poor,Poor,7.0,1.88,81.6,KUP0 Steel 5IGT,377.97573
1.0,,84.0,Rural,32.0,Excellent,False,Electricity,True,True,2020-07-07,Green,Daniel,False,Excellent,Good,Good,Excellent,26.0,2.22,,Steel 6AV26S,403.53323
,1.0,46.0,Urban,53.0,None,,Oil Heating,False,True,2021-10-16,White,Andreas,False,Good,Good,Excellent,Good,7.0,1.73,72.0,Aluminum SLZX Window,104.708
1.0,,52.0,Rural,,None,False,Electricity,True,False,2022-08-15,Yellow,Roman,False,Poor,Good,Good,Good,7.0,2.04,31.2,8DY0CTM Aluminum 91PN Window,87.07936
1.0,1.0,33.0,Urban,71.0,Good,,Electric,True,False,2020-03-01,White,,False,Excellent,Good,Poor,Excellent,16.0,2.77,20.4,Aluminum VTXFLW Window,81.81879
,1.0,48.0,Urban,11.0,Good,False,Electric,False,False,2022-02-21,Green,Theresa,False,Excellent,Good,Good,Excellent,16.0,1.97,,JFQ5 Steel RP8F Window,192.45152
,1.0,40.0,Urban,64.0,None,False,Gas,False,True,2023-02-18,Green,Maria,False,Poor,Good,Excellent,Poor,7.0,2.68,40.0,THQV Wood WR4 Window,2475.156
,,89.0,Urban,41.0,,False,Gas,False,False,2021-09-12,White,Laura,False,Poor,Excellent,Good,Poor,7.0,2.54,88.0,Steel GK0DG,192.51397
1.0,1.0,41.0,Urban,68.0,Poor,False,Oil Heating,True,True,2022-01-06,Yellow,Denis,False,Good,Good,Excellent,Good,10.0,4.27,67.2,ZF2E Wood 2PVP,168.1439
,4.0,141.0,Suburban,45.0,Poor,True,Oil,True,True,2022-11-18,Green,Natalie,False,Good,Excellent,Excellent,Good,10.0,2.38,,DK3 Steel 7EXC3UA,240.8434
1.0,,103.0,Urban,,None,False,Oil Heating,False,True,2021-11-02,Gray,Sabrina,False,Poor,Excellent,Good,Poor,7.0,1.47,164.8,UHMLMV Aluminum NP7ZZ,175.07888
1.0,2.0,81.0,Urban,61.0,None,,Oil Heating,False,True,2020-11-14,White,Stefan,False,Good,Excellent,Poor,Excellent,7.0,3.3,129.6,Steel 2ZW483G,255.12394
1.0,,25.0,,62.0,,False,Gas,False,True,2023-06-17,White,Johanna,False,Poor,Excellent,Good,Excellent,7.0,3.83,,YIX Wood 4738FM9,167.40509
,,18.0,,62.0,None,False,Oil Heating,False,True,2021-04-25,Green,Denis,False,Good,Excellent,Good,Poor,7.0,2.33,,Wood DJ7LBW,65.51312
,1.0,24.0,Suburbann,69.0,None,False,Oil Heating,False,True,2021-09-18,Green,Sabrina,False,Good,Poor,Poor,Excellent,7.0,2.07,,Steel OI05Q6A Window,95.5057
3.0,,113.0,Rural,65.0,None,False,Electricity,True,True,2022-09-21,Gray,Denis,False,Poor,Excellent,Excellent,Good,7.0,1.85,67.2,Steel 27J,369.7188
1.0,,47.0,Urban,65.0,None,,Electricity,True,True,2022-04-29,White,Lukas,False,Good,Poor,Good,Excellent,7.0,3.15,,Aluminum G66H Window,83.36065
2.0,2.0,95.0,Suburban,38.0,Excellent,,Electric,True,False,2020-09-29,White,Andreas,False,Excellent,Good,Good,Excellent,26.0,2.0,56.4,Aluminum KAYDE14 Window,101.1675
1.0,,74.0,Urban,,Good,,Oil Heating,True,True,2023-12-08,Yellow,Maria,False,Excellent,Excellent,Good,Good,16.0,4.28,115.2,KWQQM Steel YQE5C Window,302.53452
2.0,,72.0,Rural,61.0,None,False,Gas,False,True,2020-04-05,Yellow,Maria,False,Good,Good,Excellent,Excellent,7.0,3.61,,V2MYQIY Steel P6T1,307.17162
1.0,1.0,123.0,Suburbann,42.0,None,False,Electric,False,True,2022-05-06,Yellow,Roman,False,Good,Good,Excellent,Good,7.0,2.83,,TLVF Steel D6MLPKK,156.03235
1.0,,37.0,Urban,66.0,None,,Gas,False,True,2023-01-04,Yellow,Sabrina,False,Poor,Good,Excellent,Good,7.0,2.2,,G277FJB Wood 5802,126.71815
4.0,3.0,137.0,,47.0,Good,True,Oil,False,True,2023-04-11,Green,Maria,False,Excellent,Good,Good,Good,16.0,2.05,,QXKJFN8 Steel 1SJBBKB,244.35778
1.0,1.0,54.0,Suburban,56.0,None,,Gas,True,False,2023-08-26,Gray,Denis,False,Poor,Excellent,Good,Good,7.0,2.26,,Steel 2SGQ9Q7 Window,107.80282
,1.0,71.0,Urban,,,False,Gas,True,True,2022-03-01,,,False,Good,Good,Good,Good,7.0,2.29,71.0,EAKG1Q Steel MW2WZ1,220.69121
1.0,,79.0,Urban,,None,True,Oil,True,False,2021-10-07,White,Sandra,False,Good,Poor,Good,Excellent,7.0,3.53,124.8,Aluminum CTQ,126.52381
2.0,1.0,76.0,Suburbann,,,True,Electric,False,True,2024-01-01,Green,Denis,False,Good,Poor,Excellent,Excellent,7.0,3.4,,Aluminum E97L4 Window,61.88972
1.0,1.0,38.0,Rural,57.0,,True,Oil,False,True,2022-10-30,Yellow,Sandra,False,Good,Good,Good,Good,7.0,4.27,,Steel 0Z7D,271.04262
,3.0,106.0,Suburban,32.0,None,,Gas,True,True,2021-09-08,Gray,Stefan,False,Poor,Good,Poor,Excellent,7.0,1.26,107.0,BNF Wood BPNGH,134.46371
2.0,1.0,89.0,Rural,58.0,,False,Gas,False,True,2023-05-21,Gray,Daniel,False,Good,Excellent,Good,Good,7.0,1.57,,Steel MFXK9C Window,356.49928
1.0,1.0,73.0,Suburban,43.0,None,True,Gas,False,False,2023-05-24,Gray,Daniel,False,Poor,Poor,Excellent,Excellent,7.0,3.05,,Y1KTY Steel U2533F,114.24966
,1.0,69.0,Urban,46.0,Excellent,,Oil,False,True,2020-02-23,Green,Stefan,False,Excellent,Excellent,Good,Good,26.0,3.02,,G23 Steel SMY,293.57218
2.0,1.0,114.0,,46.0,None,,Gas,False,True,2023-02-18,Gray,Stefan,False,Good,Good,Excellent,Excellent,7.0,1.57,,Steel 2GE,406.40439
2.0,2.0,78.0,Rural,12.0,None,False,Gas,True,False,2022-04-15,Gray,Laura,False,Poor,Good,Good,Good,7.0,1.69,79.0,YRE7X1 Steel JG06MZ Window,295.06542
,2.0,99.0,Suburbann,69.0,Good,False,Gas,True,True,2023-12-18,Yellow,Martin,False,Excellent,Poor,Excellent,Good,16.0,2.31,,TJHMFN Steel 58680C,187.10877
3.0,5.0,144.0,Suburban,46.0,None,,Electricity,False,False,2024-01-10,Green,Denis,False,Good,Good,Excellent,Excellent,7.0,2.9,,Steel A09,160.93413
2.0,,78.0,Rural,59.0,None,False,Electric,False,True,2021-02-09,Green,Laura,False,Good,Good,Good,Excellent,7.0,2.0,46.8,Wood L2O0 Window,222.38429
3.0,3.0,125.0,Urban,60.0,None,,Electric,False,True,2022-01-25,White,Maria,False,Excellent,Good,Good,Excellent,7.0,3.79,75.6,Wood 7EJ5F Window,226.09101
,1.0,66.0,Rural,40.0,None,False,Gas,False,True,2022-12-18,Green,Stefan,False,Good,Good,Excellent,Good,7.0,1.93,,Wood WN71G,237.40255
1.0,,32.0,Rural,40.0,,False,Oil,False,True,2021-05-19,Green,,False,Poor,Good,Good,Good,7.0,1.94,,34Z738I Aluminum 1SLE3 Window,109.56579
,2.0,141.0,,36.0,Good,False,Electric,False,True,2023-07-15,Yellow,Johanna,False,Excellent,Poor,Good,Poor,16.0,2.15,,9RI6Q Steel QCWJA,6108.8176
2.0,2.0,92.0,Urban,,Good,False,Electric,False,True,2022-03-15,Green,Lukas,False,Excellent,Poor,Poor,Good,16.0,3.22,,K9F Steel ZJ3L Window,242.79485
,1.0,60.0,Suburban,15.0,Poor,False,Electric,False,True,2020-05-18,Yellow,Maria,False,Good,Good,Good,Good,10.0,3.19,34.8,Wood RO39M Window,90.29969
1.0,,33.0,Suburban,20.0,None,,Electric,True,True,2021-03-16,Yellow,Roman,False,Good,Good,Good,Poor,7.0,1.22,19.8,Wood XQOHMN Window,75.75324
,1.0,42.0,Suburban,36.0,Good,False,Oil,False,False,2021-12-11,Green,Andreas,False,Excellent,Good,Excellent,Good,16.0,1.74,,Aluminum 037,68.9781
1.0,1.0,98.0,Urban,,None,True,Gas,False,True,2021-09-27,White,Natalie,False,Excellent,Poor,Good,Poor,7.0,1.4,,Wood CGC36WE Window,176.14916
1.0,1.0,29.0,Rural,27.0,None,True,Gas,True,True,2024-03-04,Green,Johanna,False,Poor,Good,Good,Poor,7.0,2.59,,Wood B7A26,182.31413
,,26.0,,51.0,None,False,Electric,False,True,2022-04-02,White,Sabrina,False,Good,Excellent,Good,Poor,7.0,2.19,,VQ9A6 Wood 3SMF,108.57113
1.0,2.0,79.0,Suburbann,53.0,None,True,Electricity,False,True,2021-02-25,Gray,Johanna,False,Good,Good,Excellent,Good,7.0,2.68,48.0,Wood MP9MK Window,97.82388
1.0,2.0,76.0,Rural,61.0,Good,False,Gas,False,True,2022-08-25,White,Florian,False,Excellent,Good,Excellent,Excellent,16.0,2.08,76.0,Aluminum 81SWD Window,235.25919
